"V1"
15165.0649350649
15326.8263888889
15315.880952381
15340.616
15281.0104166667
15374.8823529412
15337.2038834951
15130.9311163895
15259.357615894
15033.6840826245
15403.4329896907
15190.5
15177.2178571429
15361.9487179487
15407.4307692308
15248.9526066351
15112.4458483755
15414.8644067797
15262.8076923077
15429.2340425532
15348.6808510638
15138.4690721649
15166.3308270677
15080.3922155689
15268.31
15139.8091603053
15258.6966292135
15254.3644859813
15378
15318.7741935484
15174.2869565217
15146.110619469
15396.6896551724
15268.3072289157
15173.8333333333
15157.1882352941
15134.8602941176
15385.24
15223.9473684211
15306.2686567164
15367.2
15257.7261904762
15168.556122449
15412.8947368421
15447.125
15201.1212121212
15229.6164383562
15436.0666666667
15378.8630136986
15426.1538461538
15175.4509803922
15402.40625
15171.8
14962.688172043
15028.5395683453
15116.649122807
15144.1818181818
15004.8521400778
15097.5178571429
14997.8202531646
14977.5111111111
14978.8535031847
15006.2801302932
14979.8682170543
15212.4347826087
14997.4134615385
15089.0224358974
14996.7657657658
15009.5384615385
15225.9827586207
15013.5736714976
14990.2730844794
15062.5930232558
15171.5454545455
14945.4432989691
14921.7697368421
15008
14999.9259259259
15041.5260475651
14949.3914262821
14982.7327935223
14947.660476788
14992.9462365591
14951.7526132404
15004.2314487633
14974.3214285714
15046.6295793758
15008.5470383275
15016.1221122112
15067.6201629328
14968.5995260664
14985.045
15014.0714285714
15001.4920212766
15005.7479406919
14990.750483559
15000.602739726
14936.297979798
14978.5931034483
15096.7988980716
14980.7865168539
14997.4109589041
14985.7918088737
14997.5072639225
14986.6
14916.5227021041
14939.9186602871
14967.9085312225
15040.4759143622
14969.186440678
14993.9147286822
14999.9159891599
15072.1094049904
14944.385026738
14996.1250959325
15002.2483801296
14982.8633879781
14991.7424857839
15044.2474150665
15017.96875
15011.5579096045
14978.4371980676
15001.2526315789
14923.1386575208
14909.5654320988
14887.8653521127
14936.4256965944
14990.1143695015
14979.1333333333
14904.8476190476
15008.0632954936
14974.7102199224
14947.931372549
14921.6426426426
14958.1833150384
14994.5934065934
14856.4137931034
14816.9263285024
15004.2287234043
14998.583011583
14905.924
14927.089076723
14901.5706940874
14855.5454545455
14874.4441747573
15058.9869565217
15019.0579150579
14965.3079743355
14926.962406015
14963.6
14945.4377358491
15011.6964285714
15319.6111111111
15016.4344827586
14939.7843866171
15343.0241935484
14968.0986111111
14890.1492411467
15055.7793976597
14953.3800904977
15076.4
14974.3202099738
14966.375
15079.3166666667
15002.7374100719
14942.7222222222
15010.0578512397
15349.2474226804
15013.8205128205
15055.3823529412
14995.0784313725
15052.75
15243.7111111111
15013.1666666667
14972.552238806
15014.9852941176
15332.6052631579
15135.936
14954.6977491961
15016.9090909091
14954.85
15133.2234042553
15051.0388349515
15267.4636363636
14996.9130434783
15068.1041666667
15068.65625
14996.7588832487
15002.1666666667
15455.7120418848
15047.1818181818
15307.5464285714
15374.0512820513
14966.7966101695
15078.2978723404
14994
15147.7159763314
15405.4
14992.3844155844
15469.6578947368
15059.6326530612
15106.6096491228
14936.9608540925
15035.5185185185
15030.0793650794
15029.6875
15054.4302325581
15075.1777777778
15022.7339901478
15147.10546875
15058.5517241379
15178.4761904762
15012.5682656827
14998.4523809524
15132.9333333333
14970.375
15179.5685483871
14987.8076923077
14999.1111111111
15053
14960.8198529412
14951.0550458716
15031.03125
15043.7191780822
14985.6486486486
15044.6637931034
14992.7741935484
15214.9019607843
15011.2307692308
15119.1238095238
15061.5158730159
15003.2160087719
14982.208
14951.394751854
14994.9473684211
15167.1548672566
14998.7726098191
15316.1290322581
15026.1487341772
15095.7657657658
15388.625
15016.8666666667
15407.3962264151
15027.1538461538
15104.3076923077
14940.7524154589
14950.4849023091
14976.2811735941
14979.1111111111
14963.625
15435.208
15430.9705882353
15179.0625
15013.7008928571
14986.5
15116
15033.9
15085.2647058824
15037.16
15001.1395348837
15449.0816326531
15050.9333333333
15424.2360742706
15011.1147540984
14986.6
15044.1875
14990.0952380952
15336.7777777778
15053.7169811321
15153.4381331404
15057.6153846154
15378.6261682243
14999.8333333333
14975.5
15269.5714285714
15039.0810810811
14967.5357142857
15469.4054054054
14955.2650862069
15143.9032258065
15077.6551724138
15047.2857142857
15079.0333333333
15061.0548780488
14998.0740740741
15012.1964285714
15431.5308641975
15042.2794117647
15108.7926829268
15027.2268907563
15014
14968.4240506329
15033.90625
15458.46875
14908.7327935223
15000.6
14883.3665594855
14938.119047619
15038.9571428571
14980.1696969697
15025.7647058824
14879.9364448858
15031.605
14916.4627906977
14935.008097166
14942.3802816901
14949.6666666667
15026.6875
15012.3425925926
14934.25
15474.8870967742
15376.75
15495.1730769231
15447.3484848485
15522.3947368421
15366.6111111111
15380.8461538462
15447.8947368421
15398.0789473684
15462.914893617
15544.5266272189
15447.44
15401.4482758621
15291.4367816092
15488.5
15416.7113402062
15345.5384615385
15481.9230769231
15287.6
15449.7666666667
15479.1525423729
15469.8611111111
15468.8695652174
15527.3103448276
15435.5531914894
15523.6666666667
15495.125
15302.625
15367.9
15463.691588785
15532.1621621622
15466.0909090909
15285.5
15476.9298245614
15461.5161290323
15507.8695652174
15434.0526315789
15508.44
15492.7777777778
15437.95
15498.0192307692
15478.7903225806
15520.3225806452
15463.5102040816
15421.2571428571
15507.1643835616
15460.104
15481.8672566372
15252.4117647059
15511.4166666667
15509.4647887324
15469.9545454545
15517.6502242152
15506.8636363636
15486.7333333333
15485.3507109005
15457.095890411
15485.05
15444.2413793103
15486.8137254902
15312
15471.1666666667
15461.2142857143
15432.9436619718
15497.5333333333
15465.9714285714
15483.5666666667
15348.2
15442.125
15498.2010309278
15365.3636363636
15506.1818181818
15489.4888178914
15336.7826086957
15478.4941176471
15465.4
15403.368852459
15464.3947368421
15394.16
15390.8918918919
15417.3738317757
15348.0769230769
15526.6034482759
15507.8
15515.2921348315
15468.3333333333
15422.347826087
15513
15505.1829268293
15422.4285714286
15473.1428571429
15402.9893899204
15440.8888888889
15480.619047619
15458.2456140351
15503.0512820513
15434.4857142857
15374.6346153846
15422.59375
15457.3554216867
15470.0666666667
15490.9768518519
15392.2352941176
15467.2013888889
15257.7777777778
15471.3076923077
15489.8461538462
15423
15383.5238095238
15453.8846153846
15519.9285714286
15484.2380952381
15292.8571428571
15506.2203389831
15385.7586206897
15444.0652173913
15473.6090909091
15465.6166666667
15424.4705882353
15359.5
15333.0857142857
15541.3870967742
15296.0666666667
15401.5319148936
15275.125
15436.3125
15447.1463414634
15320.25
15513.0909090909
15462.8705882353
15458.5526315789
15514.5416666667
15397.1081081081
15428.7931034483
15338.4722222222
15527.3076923077
15523.9655172414
15472.3414634146
15376.3214285714
15248.4603174603
15084.0833333333
15120.9375
14944.7209302326
15089.9841269841
15108.44
15153.5
15068.1111111111
15438.546961326
14979.2142857143
15138.375
15073.2571428571
15182.9473684211
14966.8095238095
15067.25
15112.9122807018
15110.7676767677
15098.3333333333
14988
15174.1754385965
15022.25
14936.962962963
15072.3888888889
15450.8111888112
15326.625
