"","muni.no","muni.name","2001month1","2001month2","2001month3","2001month4","2001month5","2001month6","2001month7","2001month8","2001month9","2001month10","2001month11","2001month12","2002month1","2002month2","2002month3","2002month4","2002month5","2002month6","2002month7","2002month8","2002month9","2002month10","2002month11","2002month12","2003month1","2003month2","2003month3","2003month4","2003month5","2003month6","2003month7","2003month8","2003month9","2003month10","2003month11","2003month12","2004month1","2004month2","2004month3","2004month4","2004month5","2004month6","2004month7","2004month8","2004month9","2004month10","2004month11","2004month12","2005month1","2005month2","2005month3","2005month4","2005month5","2005month6","2005month7","2005month8","2005month9","2005month10","2005month11","2005month12","2006month1","2006month2","2006month3","2006month4","2006month5","2006month6","2006month7","2006month8","2006month9","2006month10","2006month11","2006month12","2007month1","2007month2","2007month3","2007month4","2007month5","2007month6","2007month7","2007month8","2007month9","2007month10","2007month11","2007month12","2008month1","2008month2","2008month3","2008month4","2008month5","2008month6","2008month7","2008month8","2008month9","2008month10","2008month11","2008month12","2009month1","2009month2","2009month3","2009month4","2009month5","2009month6","2009month7","2009month8","2009month9","2009month10","2009month11","2009month12","2010month1","2010month2","2010month3","2010month4","2010month5","2010month6","2010month7","2010month8","2010month9","2010month10","2010month11","2010month12","2011month1","2011month2","2011month3","2011month4","2011month5","2011month6","2011month7","2011month8","2011month9","2011month10","2011month11","2011month12","2012month1","2012month2","2012month3","2012month4","2012month5","2012month6","2012month7","2012month8","2012month9","2012month10","2012month11","2012month12","2013month1","2013month2","2013month3","2013month4","2013month5","2013month6","2013month7","2013month8","2013month9","2013month10","2013month11","2013month12","2014month1","2014month2","2014month3","2014month4","2014month5","2014month6","2014month7","2014month8","2014month9","2014month10","2014month11","2014month12"
"0",110001,"Alta Floresta d'Oeste",0,0,0,0,0,0,0,23,11,5,0,0,0,0,0,0,0,0,8,102,277,23,1,0,0,0,0,0,0,0,34,160,212,67,8,0,0,0,0,0,0,1,10,237,453,55,1,0,0,0,0,0,0,0,7,178,468,26,2,0,0,0,0,0,0,0,6,74,273,0,9,0,0,0,0,0,0,0,7,170,179,95,20,0,0,0,0,0,0,0,2,5,20,15,0,0,0,0,0,0,0,0,0,0,21,5,1,0,0,0,0,0,2,0,2,25,304,19,6,0,0,0,0,0,0,0,0,15,77,23,1,0,0,0,0,0,0,0,0,1,2,43,2,0,0,0,0,0,0,0,0,7,19,5,1,1,0,0,0,0,0,0,0,2,9,5,1,0
"1",110002,"Ariquemes",0,0,0,0,0,0,0,20,7,28,0,0,0,0,0,0,0,1,5,68,293,77,12,0,0,0,1,0,1,0,10,119,118,126,8,0,0,0,0,0,0,4,26,103,439,64,3,6,0,0,0,0,3,1,68,215,436,91,31,0,0,0,0,0,0,4,26,66,239,23,0,0,1,0,1,0,0,1,2,41,81,89,2,0,0,0,0,0,0,0,2,73,46,14,4,0,0,0,0,0,0,0,3,3,19,3,1,0,0,0,0,0,0,2,7,48,28,6,2,0,0,0,0,0,0,0,6,15,20,8,3,0,0,0,0,0,0,1,4,6,33,12,3,0,0,0,0,0,0,0,4,4,17,4,0,0,0,0,0,0,0,0,1,8,26,5,1,2
"2",110003,"Cabixi",0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,4,29,92,26,1,0,0,0,0,2,0,2,9,10,64,73,5,0,0,0,0,0,0,5,4,25,69,29,6,2,1,0,1,0,2,2,0,21,42,8,1,0,0,0,0,0,0,2,2,6,24,6,1,0,0,0,0,0,0,0,0,8,30,13,0,0,0,0,0,0,0,3,1,0,12,4,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,0,1,1,0,1,3,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,7,10,0,1,0
"3",110004,"Cacoal",0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,15,167,61,2,0,0,0,0,0,0,1,0,5,69,23,3,1,0,0,0,0,0,1,1,9,189,51,1,1,0,0,0,0,1,0,0,14,98,57,0,0,0,0,0,0,0,0,0,20,49,20,4,0,0,0,0,0,0,0,0,10,37,12,0,0,0,0,0,0,0,0,0,12,29,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,2,5,24,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0
"4",110005,"Cerejeiras",0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,8,27,29,6,1,0,0,0,1,1,5,8,24,34,22,1,4,0,0,0,0,0,5,28,42,101,18,2,0,0,0,0,0,0,0,15,39,121,20,3,0,0,0,0,0,0,1,0,3,61,1,0,0,0,0,0,0,0,0,9,37,46,10,1,0,0,0,0,0,0,0,5,1,86,6,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,4,0,122,1,8,1,1,0,0,0,0,0,0,10,8,47,87,1,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,10,12,23,1,0
"5",110006,"Colorado do Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,53,2,2,0,0,0,0,0,0,0,4,14,45,6,0,0,0,0,0,0,0,1,0,17,52,22,0,0,0,0,0,0,0,0,0,21,41,4,0,0,0,0,0,0,0,0,0,3,22,0,2,0,0,0,0,0,0,0,1,3,19,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"6",110007,"Corumbiara",0,0,0,0,0,0,1,23,4,4,0,0,0,0,0,0,0,1,1,34,182,30,3,0,0,0,0,0,0,14,5,145,163,57,4,1,0,0,0,0,5,8,10,48,150,52,0,0,0,0,0,0,0,1,4,110,232,22,0,0,0,0,0,0,0,0,4,33,108,0,5,0,0,0,0,0,0,8,9,38,97,29,0,0,0,0,0,1,0,1,4,12,34,12,0,0,0,0,0,0,0,1,2,9,6,2,1,0,0,0,0,0,0,2,4,44,37,10,0,0,0,0,0,0,0,4,1,7,8,3,0,0,0,0,0,0,0,0,3,4,16,6,0,0,0,0,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,8,5,7,3,2,0
"7",110008,"Costa Marques",0,0,0,0,0,0,2,54,75,29,0,0,0,0,0,0,0,0,6,55,419,200,13,3,1,0,0,0,0,5,21,73,318,322,52,10,0,0,0,2,1,2,22,96,729,289,13,6,1,0,0,0,4,2,14,459,1422,141,12,0,0,0,0,0,1,1,12,90,610,53,57,0,0,0,0,1,0,7,21,148,744,544,4,4,0,1,0,0,1,1,2,34,249,185,19,0,2,0,0,1,0,0,0,2,130,121,3,0,4,0,0,2,0,12,12,114,653,280,41,8,0,0,0,1,0,0,0,16,224,80,8,3,0,0,0,0,0,0,0,5,93,170,23,8,0,0,0,0,0,0,2,14,76,13,3,0,0,0,0,0,0,0,0,4,55,33,7,0
"8",110009,"Espigão d'Oeste",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,36,261,83,3,0,0,0,0,0,0,0,3,5,64,58,3,1,0,0,0,0,0,0,3,22,249,36,0,0,0,0,0,0,0,3,2,29,178,79,1,0,0,0,0,0,2,0,1,20,65,16,7,0,0,0,0,0,0,0,4,21,50,41,1,0,0,0,0,0,0,0,3,50,29,13,0,0,1,0,0,0,0,1,0,3,17,5,2,0,0,0,0,0,0,0,11,11,25,5,0,0,0,0,0,1,0,0,0,1,21,2,3,0,0,3,1,0,0,5,0,10,15,4,2,1,0,0,0,0,0,0,3,6,3,3,0,0,1,0,0,0,0,1,2,3,6,11,1,3
"9",110010,"Guajará-Mirim",0,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,0,6,14,76,53,2,0,1,0,0,0,0,2,5,50,47,64,6,5,0,0,0,0,0,1,1,16,105,30,5,0,5,0,0,0,0,1,15,154,171,25,5,5,0,0,0,0,0,1,16,49,175,37,3,0,2,0,0,0,0,1,32,24,93,41,1,0,0,0,0,0,0,0,5,24,41,15,0,0,0,0,0,0,0,0,0,4,33,44,1,0,0,0,0,0,0,1,10,71,165,12,1,0,0,0,0,0,2,1,3,26,46,4,2,0,0,0,0,0,0,0,1,5,101,28,1,0,0,0,0,0,1,0,0,21,10,1,0,1,0,0,0,0,0,0,0,16,25,11,0,0
"10",110011,"Jaru",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,45,206,42,3,0,0,0,0,0,0,2,4,44,61,57,0,1,0,0,0,0,1,0,5,22,182,45,5,0,0,0,0,0,0,0,7,28,173,95,1,0,0,0,0,0,0,0,0,12,99,1,2,0,0,0,0,0,1,0,0,11,62,29,0,0,0,0,0,0,0,0,0,0,22,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"11",110012,"Ji-Paraná",0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,22,128,49,1,0,0,0,0,0,0,0,3,23,46,6,1,0,0,0,0,0,0,2,7,78,157,19,3,2,0,0,0,0,0,1,19,38,86,30,1,0,0,0,0,0,0,0,2,8,43,2,1,0,0,0,0,0,0,0,3,4,36,13,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,23,30,5,0,1,0,0,0,0,0,0,1,7,9,1,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,2,20,7,2,0,0
"12",110013,"Machadinho d'Oeste",0,0,0,0,0,0,0,31,12,17,3,0,0,0,0,0,0,0,10,231,315,66,5,0,0,0,0,0,0,0,46,363,198,85,8,0,0,0,0,0,0,2,17,441,728,144,4,0,0,0,0,0,0,6,76,501,1203,145,12,1,0,0,0,0,0,0,30,241,594,116,14,0,0,1,0,0,0,4,10,241,360,155,8,0,0,0,0,0,0,1,23,147,76,149,4,0,0,0,0,0,0,0,0,32,59,50,3,0,1,0,0,2,0,0,10,111,379,39,2,5,0,0,0,0,4,0,21,50,113,24,0,0,0,0,0,0,0,3,3,91,232,44,14,1,0,0,0,0,0,0,3,49,89,14,2,0,0,0,0,0,0,2,0,124,183,53,3,2
"13",110014,"Nova Brasilândia d'Oeste",0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,1,4,19,61,15,0,0,0,0,0,0,0,0,4,44,45,35,0,0,0,0,0,0,0,0,2,19,125,35,5,0,0,0,0,0,0,0,4,11,89,29,0,0,0,0,0,0,0,0,0,5,130,9,0,0,0,0,0,0,0,0,2,8,36,23,0,0,0,0,0,0,0,0,0,0,13,7,1,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,12,14,6,2,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0
"14",110015,"Ouro Preto do Oeste",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,68,35,1,0,0,0,0,0,0,0,2,2,10,14,2,0,0,0,0,0,0,0,0,12,28,23,4,1,0,0,0,0,0,0,0,9,37,19,0,0,0,0,0,0,0,0,0,11,16,1,0,0,0,0,0,0,0,0,0,5,13,12,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
"15",110018,"Pimenta Bueno",0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,0,6,66,224,67,8,0,0,0,0,0,0,0,3,94,106,98,7,1,0,0,0,0,0,0,7,151,382,85,7,1,0,0,0,0,0,1,6,119,325,53,10,1,0,0,0,0,0,0,1,27,178,12,12,1,0,0,0,0,4,1,7,49,161,76,1,2,0,0,0,0,0,0,2,64,63,23,0,1,0,0,0,0,0,0,1,5,23,13,0,0,0,0,0,0,0,20,11,108,168,30,1,1,0,0,0,0,3,2,12,16,22,9,3,0,0,0,0,0,0,0,0,12,28,3,1,0,0,0,0,0,0,2,2,11,24,3,0,0,0,0,0,0,3,1,2,11,11,11,0,0
"16",110020,"Porto Velho",0,0,0,0,0,0,0,54,27,18,0,0,0,0,0,0,0,1,44,206,597,153,16,0,2,0,0,0,1,0,80,742,682,298,16,8,0,0,0,0,0,1,68,626,918,259,25,10,6,0,0,1,0,14,200,1843,1500,227,31,2,0,0,0,0,0,9,108,1078,1923,124,19,2,0,0,0,0,0,9,30,1198,1245,347,19,1,0,0,0,0,0,3,42,703,539,199,21,0,0,0,3,0,0,6,8,88,330,191,10,1,0,0,0,0,0,7,202,1126,807,94,11,6,1,0,2,1,1,11,36,480,319,65,12,1,0,0,0,0,2,0,29,773,630,76,14,9,0,2,1,5,0,6,12,120,245,14,1,13,0,4,1,0,0,7,15,587,316,54,9,11
"17",110025,"Presidente Médici",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,8,54,29,0,0,0,0,0,0,0,0,6,25,53,9,3,0,0,0,0,0,0,2,0,11,79,17,1,0,0,0,0,0,0,0,1,6,79,10,0,0,0,0,0,0,1,0,0,7,20,2,1,0,0,0,0,0,0,0,2,7,21,5,0,0,0,0,0,0,0,0,1,3,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"18",110026,"Rio Crespo",0,0,0,0,0,0,1,21,4,7,0,0,0,0,0,0,0,0,4,53,90,9,17,0,0,0,0,0,1,0,11,91,19,58,6,2,0,0,0,0,0,0,9,85,114,28,0,0,0,0,0,0,0,0,21,70,147,18,17,2,0,0,0,0,0,0,2,21,53,15,15,0,0,0,0,0,0,1,0,45,52,14,1,0,0,0,0,0,0,0,4,25,26,29,0,0,0,0,0,0,0,0,0,2,9,4,1,0,0,0,0,0,1,0,11,34,13,6,1,0,0,0,0,0,0,0,7,2,9,2,1,1,0,0,0,0,0,2,2,36,13,3,3,0,0,0,0,0,0,1,0,6,7,2,0,0,0,0,0,0,0,0,0,9,19,4,0,0
"19",110028,"Rolim de Moura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,34,0,0,0,0,0,1,0,0,0,8,29,13,0,0,0,0,0,0,0,2,1,2,61,33,2,0,0,0,0,0,0,2,0,5,34,10,0,0,0,0,0,0,0,0,1,2,7,2,8,0,0,0,0,0,0,0,0,13,8,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,3,1,5,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"20",110029,"Santa Luzia d'Oeste",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,12,55,16,0,0,0,0,0,0,0,0,1,14,76,6,0,0,0,0,0,0,0,0,0,15,60,26,1,0,0,0,0,0,0,0,0,7,34,15,0,0,0,0,0,0,0,0,0,7,20,0,4,0,0,0,0,0,0,1,3,0,14,11,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,4,5,2,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0
"21",110030,"Vilhena",0,0,0,0,2,1,0,40,19,2,0,0,0,0,0,0,3,8,23,55,173,43,17,1,0,0,0,0,30,15,92,136,132,44,8,3,0,0,0,0,0,11,49,343,247,56,4,0,1,0,0,0,0,6,45,188,173,12,5,0,0,0,0,0,6,22,11,108,106,2,6,0,0,0,0,0,0,18,14,247,185,46,0,0,0,0,0,0,0,1,10,41,58,9,0,0,0,0,0,0,0,0,1,16,16,3,0,0,0,0,0,0,0,6,36,521,146,28,3,1,0,0,0,0,2,7,6,16,15,4,1,0,0,0,0,0,1,0,8,79,74,10,2,0,0,0,0,0,0,0,1,63,20,4,0,0,0,0,0,0,1,9,17,95,20,21,4,0
"22",110032,"São Miguel do Guaporé",0,0,0,0,0,0,0,52,38,3,0,0,0,0,0,0,0,0,0,32,348,84,5,0,0,0,0,0,0,0,6,82,316,228,6,1,0,0,0,0,0,1,28,172,468,99,21,0,0,0,0,0,0,0,2,225,304,124,2,0,0,0,0,0,0,2,3,52,308,3,23,0,0,0,0,0,0,4,28,127,261,112,0,0,0,0,0,0,0,0,0,14,64,57,8,0,0,0,0,0,0,0,2,0,20,35,0,0,0,0,0,0,1,1,0,76,154,33,15,1,0,0,0,0,0,0,1,27,23,10,4,0,0,0,0,0,0,0,0,11,32,18,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,7,17,7,1,0
"23",110033,"Nova Mamoré",0,0,0,0,0,0,0,23,11,9,0,0,0,0,0,0,0,0,1,76,241,148,9,0,0,0,0,0,1,0,13,156,213,248,8,4,0,0,0,0,0,5,30,276,708,114,13,0,9,0,0,0,0,2,98,913,716,105,7,2,0,0,0,0,1,4,24,362,770,47,21,0,0,0,0,2,0,3,20,439,581,131,3,0,0,0,0,0,0,1,1,68,179,60,20,0,0,0,0,0,1,4,5,29,157,78,1,0,0,0,0,1,0,1,5,151,443,63,7,4,0,0,0,0,0,2,9,88,109,51,18,0,3,1,0,1,6,0,13,120,259,149,11,1,1,0,0,1,0,0,1,52,157,13,0,6,0,0,1,1,0,0,0,153,145,20,2,0
"24",110034,"Alvorada d'Oeste",0,0,0,0,0,0,0,26,6,3,0,0,0,0,0,0,0,0,5,18,109,83,5,0,0,0,0,0,2,0,12,109,56,69,1,0,0,0,0,0,0,1,3,77,215,59,11,0,0,0,0,0,0,0,8,96,90,32,1,0,0,0,0,0,0,0,3,24,93,6,10,0,0,0,0,0,0,0,0,7,88,27,1,0,0,0,0,0,0,0,0,1,41,6,3,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,83,25,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0
"25",110037,"Alto Alegre dos Parecis",0,0,0,0,0,0,0,14,15,2,0,0,0,0,0,0,0,0,7,65,162,25,5,0,0,0,0,0,0,2,11,109,101,55,3,0,0,0,0,0,0,0,14,135,431,61,2,0,0,0,0,0,0,0,2,82,247,31,1,1,0,0,0,0,0,1,10,28,208,2,9,0,0,0,0,0,0,0,0,88,111,49,0,0,0,0,0,0,0,0,0,11,10,9,0,0,0,0,0,0,0,0,2,1,22,14,0,0,0,0,0,0,0,0,0,67,78,7,2,0,0,0,0,0,0,0,0,2,10,2,1,0,0,0,0,0,0,0,0,7,8,2,3,0,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,0,0,0,0,10,1,1,0
"26",110040,"Alto Paraíso",0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,19,73,218,73,10,1,1,0,0,0,0,3,13,120,94,98,3,0,0,0,0,0,0,2,28,108,308,69,22,2,0,0,0,2,0,1,59,209,380,110,21,0,0,0,0,0,0,3,7,84,302,33,6,0,0,0,0,0,0,2,2,52,114,82,0,0,0,0,0,0,0,4,7,60,63,32,4,0,0,0,0,0,0,0,6,5,47,9,0,0,0,0,0,0,0,4,13,31,105,21,2,0,0,0,0,0,1,1,2,8,26,12,2,0,0,0,0,0,0,1,5,14,52,23,2,0,0,0,0,0,0,0,3,5,23,9,0,0,0,0,0,0,0,1,4,16,49,6,0,2
"27",110045,"Buritis",0,0,0,0,0,0,0,67,8,9,0,0,0,0,0,0,0,0,13,205,283,58,2,0,0,0,0,0,0,0,47,427,288,185,0,0,0,0,0,0,0,1,33,337,569,11,9,1,0,0,0,0,0,1,105,829,413,26,1,0,0,0,0,0,0,4,22,553,704,21,0,0,0,0,0,0,0,1,4,333,294,76,3,0,0,0,0,0,0,0,1,73,207,53,0,0,0,0,0,0,0,0,0,9,93,20,0,0,0,0,0,0,1,1,26,233,185,26,1,0,0,0,0,0,0,1,0,63,34,19,2,0,0,0,0,0,0,0,2,53,58,23,1,0,1,0,0,0,0,0,0,41,42,0,0,0,0,0,0,0,0,0,0,77,72,13,0,3
"28",110050,"Novo Horizonte do Oeste",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,16,77,32,1,0,0,0,0,0,0,0,0,1,13,38,4,0,0,0,1,0,0,0,2,2,70,31,0,1,0,1,0,0,0,0,0,2,21,19,0,0,0,0,0,0,0,0,0,0,20,5,6,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"29",110060,"Cacaulândia",0,0,0,0,0,0,0,29,3,3,0,0,0,0,0,0,0,0,8,77,129,35,17,0,1,0,0,0,1,1,10,110,58,53,0,4,0,0,0,0,1,2,29,90,259,30,3,0,0,0,0,1,0,0,6,134,237,40,9,0,0,0,0,0,1,2,9,29,105,13,0,0,0,0,0,0,4,2,0,32,53,20,0,0,0,0,0,0,0,0,2,9,8,10,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,3,1,0,0,0,0,0,0,0,0,6,8,3,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"30",110070,"Campo Novo de Rondônia",0,0,0,0,0,0,0,34,4,1,0,0,0,0,0,0,0,0,13,86,177,85,1,0,0,0,0,0,3,0,22,241,178,122,0,0,0,0,0,0,0,0,15,218,441,26,1,0,1,0,0,0,0,3,38,550,407,32,1,0,0,0,0,0,0,5,21,199,559,7,0,0,0,0,0,0,0,0,1,123,303,80,0,0,0,0,0,0,0,0,11,54,109,38,5,0,1,0,0,0,0,0,1,13,18,27,0,0,0,0,0,0,0,0,5,90,235,33,2,6,0,0,0,0,0,0,0,6,25,19,3,0,0,0,0,0,0,0,2,33,52,37,0,0,0,0,0,0,0,0,3,7,28,2,0,0,0,0,0,0,0,0,0,22,16,7,0,0
"31",110080,"Candeias do Jamari",0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,5,20,107,158,27,1,0,0,0,0,0,0,0,26,212,104,42,8,0,0,0,0,0,0,4,67,330,243,25,0,4,0,0,0,0,0,0,37,307,291,59,12,1,0,0,0,0,0,3,52,262,347,48,2,0,0,0,0,0,0,0,2,135,206,43,1,0,0,0,0,0,0,1,4,119,114,67,1,0,0,0,0,0,0,0,1,14,41,20,0,0,0,0,0,0,0,4,27,236,141,18,0,1,0,0,0,0,0,0,10,38,34,17,1,0,0,0,0,0,0,2,3,82,113,18,1,0,0,0,0,0,0,0,0,22,70,7,3,1,0,0,0,0,0,4,4,123,68,3,0,3
"32",110090,"Castanheiras",0,0,0,0,0,0,0,1,6,8,0,0,0,0,0,0,0,0,4,7,34,22,0,0,0,0,0,0,0,0,1,7,16,15,8,0,0,0,0,0,0,1,7,17,37,19,6,1,0,0,0,0,0,0,2,8,11,9,0,0,0,0,0,0,1,2,0,4,20,4,1,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,0,0,1,0,2,6,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,8,0,0
"33",110092,"Chupinguaia",0,0,0,0,0,0,0,6,20,7,0,0,0,0,0,0,0,3,0,44,226,93,8,1,0,0,0,0,1,5,14,266,226,85,6,0,0,0,0,0,0,5,12,360,345,34,0,0,0,2,0,0,0,4,6,286,586,22,4,0,0,0,0,0,0,0,3,40,360,8,3,0,0,0,0,0,0,1,1,228,275,32,4,0,0,0,0,0,0,1,1,5,57,25,2,2,0,0,0,0,0,1,5,6,36,12,8,0,0,0,0,0,0,0,11,117,145,24,2,0,0,0,0,1,0,2,1,12,37,3,1,0,0,0,0,0,0,0,7,18,31,3,0,0,0,0,0,0,0,0,3,26,32,7,0,1,0,0,0,0,0,1,0,11,25,4,1,0
"34",110094,"Cujubim",0,0,0,0,0,0,0,40,6,6,0,0,0,0,0,0,0,1,8,45,138,24,5,0,0,0,0,0,3,3,15,278,92,59,1,0,0,0,0,0,0,6,42,292,355,72,0,1,0,0,0,0,1,2,44,478,297,48,16,0,0,0,0,0,1,0,35,170,395,63,5,0,0,0,0,0,0,4,4,241,321,117,6,0,0,0,0,0,0,0,2,170,112,66,5,2,0,0,0,0,0,6,4,15,73,40,3,3,0,0,0,4,0,4,43,334,246,7,0,3,0,0,0,0,0,0,4,21,91,18,5,0,0,0,0,0,0,2,0,209,213,35,3,0,0,0,0,0,0,2,5,12,49,12,2,5,0,0,0,0,0,1,0,91,92,13,1,1
"35",110100,"Governador Jorge Teixeira",0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,2,104,78,11,2,0,0,0,0,0,0,0,18,200,86,47,0,0,0,0,0,0,0,2,10,125,291,11,1,1,0,0,0,0,0,0,4,168,249,44,1,0,0,0,0,0,0,0,0,82,345,0,3,0,0,0,0,0,0,0,1,15,70,35,0,0,0,0,0,0,0,0,0,8,43,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,53,5,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,1,6,10,2,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0
"36",110110,"Itapuã do Oeste",0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,7,22,60,6,1,0,0,0,0,0,0,0,11,40,57,20,0,1,0,0,0,0,0,3,13,78,113,11,1,0,0,0,0,0,0,0,6,55,191,33,4,0,0,0,0,0,2,0,1,20,70,37,4,0,0,0,0,0,0,0,1,21,89,15,3,0,0,0,0,0,0,0,0,6,42,16,0,0,0,0,0,0,0,0,0,2,20,9,1,0,0,0,0,0,0,0,3,24,105,6,0,1,0,0,0,0,0,1,0,20,23,5,3,0,0,0,0,0,0,0,1,23,65,17,1,1,0,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,1,19,41,7,0,2
