COUNTRY_ID,country_name,district_name,GAUL_CODE,total_population_2016,coverage_untargeted_biased_2016,coverage_untargeted_unbiased_2016,coverage_targeted_2016,number_to_vaccinate_untargeted_biased_2016,number_to_vaccinate_untargeted_unbiased_2016,number_to_vaccinate_targeted_2016,coverage_untargeted_biased_1970,coverage_untargeted_biased_1980,coverage_untargeted_biased_1990,coverage_untargeted_biased_2000,coverage_untargeted_biased_2010,coverage_untargeted_unbiased_1970,coverage_untargeted_unbiased_1980,coverage_untargeted_unbiased_1990,coverage_untargeted_unbiased_2000,coverage_untargeted_unbiased_2010,coverage_targeted_1970,coverage_targeted_1980,coverage_targeted_1990,coverage_targeted_2000,coverage_targeted_2010
BRA,Brazil,Itambe,6718,22462.06856,0.113755118,0.507859735,0.736099741,15414,6562,1435,0,0,0.040644713,0.095378068,0.100691564,0,0,0.040644713,0.443098924,0.504861539,0,0,0.040644713,0.574229037,0.726580505
BRA,Brazil,Itanagra,6719,7060.612518,0.077871786,0.401583685,0.552406056,5099,2813,1748,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itanhem,6720,21313.5697,0.169715948,0.492018787,0.649629595,13434,6564,3205,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Itaparica,6721,19162.02731,0.077871786,0.401583685,0.552406056,13837,7634,4744,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itape,6722,10240.46293,0.077871786,0.401583685,0.552406056,7395,4080,2535,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itapebi,6723,10471.72242,0.077871786,0.401583685,0.552406056,7562,4172,2593,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itapetinga,6724,76756.92601,0.077871786,0.401583685,0.552406056,55428,30581,19005,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itapicuru,6725,34963.89738,0.077871786,0.401583685,0.552406056,25248,13930,8657,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itapitanga,6726,10450.41893,0.077871786,0.401583685,0.552406056,7547,4164,2587,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itaquara,6727,8446.787689,0.077871786,0.401583685,0.552406056,6100,3365,2091,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itarantim,6728,21168.33859,0.077871786,0.401583685,0.552406056,15286,8434,5241,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itatim,6729,15874.44612,0.077871786,0.401583685,0.552406056,11463,6325,3930,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itirucu,6730,16442.01717,0.077871786,0.401583685,0.552406056,11873,6551,4071,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itiuba,6731,37723.81011,0.077871786,0.401583685,0.552406056,27241,15030,9340,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itororo,6732,20786.90821,0.077871786,0.401583685,0.552406056,15011,8282,5147,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Ituacu,6733,19340.49993,0.077871786,0.401583685,0.552406056,13966,7706,4789,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Itubera,6734,27639.19722,0.240880331,0.644597787,0.893523606,15454,4295,0,0,0,0.040644713,0.095378068,0.183162592,0,0,0.040644713,0.443098924,0.578574323,0,0,0.040644713,0.574229037,0.796654058
BRA,Brazil,Iuiu,6735,10594.3126,0.233465223,0.626651146,0.861787036,6002,1837,0,0,0,0.040644713,0.095378068,0.170343888,0,0,0.040644713,0.443098924,0.570131417,0,0,0.040644713,0.574229037,0.791996535
BRA,Brazil,Jaborandi,6736,10418.02359,0.274077745,0.755239372,0.948511164,5479,466,0,0,0,0.040644713,0.118787653,0.236714607,0,0,0.040644713,0.466887888,0.711163677,0,0,0.040644713,0.600412183,0.95010555
BRA,Brazil,Jacaraci,6737,14195.18651,0.077871786,0.401583685,0.552406056,10251,5656,3515,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jacobina,6738,82904.79935,0.077871786,0.401583685,0.552406056,59868,33031,20527,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jaguaquara,6739,54623.81136,0.077871786,0.401583685,0.552406056,39445,21763,13525,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jaguarari,6740,34255.25594,0.077871786,0.401583685,0.552406056,24737,13648,8481,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jaguaripe,6741,18625.479,0.077871786,0.401583685,0.552406056,13450,7421,4612,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jandaira,6742,11092.16596,0.077871786,0.401583685,0.552406056,8010,4419,2746,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jequie,6743,157741.9807,0.077871786,0.401583685,0.552406056,113910,62847,39056,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jeremoabo,6744,40102.23667,0.077871786,0.401583685,0.552406056,28959,15977,9929,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jiquirica,6745,14476.36904,0.077871786,0.401583685,0.552406056,10454,5768,3584,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jitauna,6746,12394.55677,0.077871786,0.401583685,0.552406056,8950,4938,3069,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Joao Dourado,6747,26793.39,0.077871786,0.401583685,0.552406056,19348,10675,6634,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Juazeiro,6748,215245.8445,0.077871786,0.401583685,0.552406056,155435,85757,53294,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jucurucu,6749,10515.67665,0.169715948,0.492018787,0.649629595,6628,3239,1581,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Jussara,6750,14256.96039,0.468009352,0.883612946,0.998574642,4733,0,0,0,0,0.040644713,0.118787653,0.416642461,0,0,0.040644713,0.466887888,0.839599321,0,0,0.040644713,0.600412183,0.988694249
BRA,Brazil,Jussari,6751,7115.197438,0.077871786,0.401583685,0.552406056,5138,2835,1762,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Jussiape,6752,6852.125481,0.077871786,0.401583685,0.552406056,4948,2730,1697,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lafaiete Coutinho,6753,3419.524749,0.077871786,0.401583685,0.552406056,2469,1362,847,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lagoa Real,6754,15627.2662,0.077871786,0.401583685,0.552406056,11285,6226,3869,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Laje,6755,25686.10551,0.077871786,0.401583685,0.552406056,18549,10234,6360,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lajedao,6756,3895.210384,0.077871786,0.401583685,0.552406056,2813,1552,964,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lajedinho,6757,3845.628241,0.077871786,0.401583685,0.552406056,2777,1532,952,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lajedo Do Tabocal,6758,5206.12683,0.077871786,0.401583685,0.552406056,3759,2074,1289,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lamarao,6759,10624.8029,0.077871786,0.401583685,0.552406056,7672,4233,2631,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lapao,6760,26979.91773,0.077871786,0.401583685,0.552406056,19483,10749,6680,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lauro De Freitas,6761,181378.9571,0.077871786,0.401583685,0.552406056,130979,72264,44908,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Lencois,6762,11446.1869,0.077871786,0.401583685,0.552406056,8266,4560,2834,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Licinio De Almeida,6763,12987.25165,0.077871786,0.401583685,0.552406056,9378,5174,3216,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Livramento Do Brumado,6764,47836.52797,0.227251703,0.702111246,0.924474698,27398,4683,0,0,0,0.040644713,0.095378068,0.159437569,0,0,0.040644713,0.443098924,0.592070973,0,0,0.040644713,0.574229037,0.865160162
BRA,Brazil,Macajuba,6765,11581.9314,0.077871786,0.401583685,0.552406056,8364,4614,2868,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Macarani,6766,20160.79317,0.077871786,0.401583685,0.552406056,14559,8032,4992,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Macaubas,6767,52055.56804,0.169715948,0.492018787,0.649629595,32810,16032,7828,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Macurure,6768,7945.10486,0.077871786,0.401583685,0.552406056,5737,3165,1967,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Madre De Deus,6769,20982.67386,0.077871786,0.401583685,0.552406056,15152,8360,5195,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Maetinga,6770,4294.952391,0.077871786,0.401583685,0.552406056,3102,1711,1063,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Maiquinique,6771,8352.890542,0.077871786,0.401583685,0.552406056,6032,3328,2068,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mairi,6772,19011.9444,0.283093747,0.761396636,0.936009581,9827,734,0,0,0,0.040644713,0.095378068,0.21716738,0,0,0.040644713,0.443098924,0.677859455,0,0,0.040644713,0.574229037,0.898225349
BRA,Brazil,Malhada,6773,17560.04469,0.169715948,0.492018787,0.649629595,11068,5408,2641,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Malhada De Pedras,6774,8104.106154,0.077871786,0.401583685,0.552406056,5852,3229,2007,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Manoel Vitorino,6775,15256.04868,0.249196744,0.67490167,0.939192885,8403,1909,0,0,0,0.040644713,0.095378068,0.164863042,0,0,0.040644713,0.443098924,0.569131928,0,0,0.040644713,0.574229037,0.786557773
BRA,Brazil,Mansidao,6776,13798.13169,0.169715948,0.492018787,0.649629595,8697,4250,2075,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Maracas,6777,22779.98445,0.077871786,0.401583685,0.552406056,16450,9076,5640,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Maragogipe,6778,45160.37039,0.077871786,0.401583685,0.552406056,32612,17993,11181,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Marau,6779,18643.28165,0.997805187,0.99837772,1,0,0,0,0,0,0.040644713,0.095378068,1,0,0,0.040644713,0.443098924,1,0,0,0.040644713,0.574229037,1
BRA,Brazil,Marcionilio Souza,6780,10468.92927,0.077871786,0.401583685,0.552406056,7560,4171,2592,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mascote,6781,14460.58017,0.077871786,0.401583685,0.552406056,10442,5761,3580,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mata De Sao Joao,6782,56368.99678,0.077871786,0.401583685,0.552406056,40706,22458,13957,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Matina,6783,12367.64744,0.077871786,0.401583685,0.552406056,8931,4927,3062,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Medeiros Neto,6784,22155.59277,0.077871786,0.401583685,0.552406056,15999,8827,5486,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Miguel Calmon,6785,26610.25088,0.077871786,0.401583685,0.552406056,19216,10602,6589,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Milagres,6786,9553.349497,0.077871786,0.401583685,0.552406056,6899,3806,2365,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mirangaba,6787,18482.15763,0.077871786,0.401583685,0.552406056,13346,7364,4576,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mirante,6788,8227.087169,0.077871786,0.401583685,0.552406056,5941,3278,2037,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Monte Santo,6789,52958.77922,0.235585716,0.611025902,0.805817435,29891,10008,0,0,0,0.040644713,0.095378068,0.161798249,0,0,0.040644713,0.443098924,0.546254911,0,0,0.040644713,0.574229037,0.740405235
BRA,Brazil,Morpara,6790,8221.465388,0.169715948,0.492018787,0.649629595,5182,2532,1236,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Morro Do Chapeu,6791,38657.03751,0.077871786,0.401583685,0.552406056,27915,15402,9571,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mortugaba,6792,13231.98342,0.077871786,0.401583685,0.552406056,9555,5272,3276,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mucuge,6793,9705.331475,0.077871786,0.401583685,0.552406056,7008,3867,2403,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mucuri,6794,41603.72097,0.077871786,0.401583685,0.552406056,30043,16576,10301,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mulungu Do Morro,6795,10376.5366,0.077871786,0.401583685,0.552406056,7493,4134,2569,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mundo Novo,6796,26875.07499,0.502749635,0.766599803,0.931984732,7989,898,0,0,0,0.040644713,0.095378068,0.456727498,0,0,0.040644713,0.443098924,0.723145693,0,0,0.040644713,0.574229037,0.907588861
BRA,Brazil,Muniz Ferreira,6797,7950.260965,0.191209843,0.601430951,0.851660439,4840,1579,0,0,0,0.040644713,0.095378068,0.133674783,0,0,0.040644713,0.443098924,0.546989336,0,0,0.040644713,0.574229037,0.780209377
BRA,Brazil,Muquem De Sao Francisco,6798,9097.014065,0.169715948,0.492018787,0.649629595,5734,2802,1368,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Muritiba,6799,33896.41438,0.077871786,0.401583685,0.552406056,24478,13505,8393,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Mutuipe,6800,22506.84943,0.077871786,0.401583685,0.552406056,16253,8967,5573,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nazare,6801,29266.29361,0.103050936,0.468039539,0.659531135,20397,9715,4111,0,0,0.040644713,0.095378068,0.099330553,0,0,0.040644713,0.443098924,0.485085257,0,0,0.040644713,0.574229037,0.684217588
BRA,Brazil,Nilo Pecanha,6802,13802.90919,0.077871786,0.401583685,0.552406056,9967,5499,3418,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nordestina,6803,12880.92281,0.077871786,0.401583685,0.552406056,9302,5132,3189,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Canaa,6804,12486.54883,0.077871786,0.401583685,0.552406056,9017,4975,3092,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Fatima,6805,8145.266331,0.292270666,0.712368675,0.961744426,4136,714,0,0,0,0.040644713,0.095378068,0.16177304,0,0,0.040644713,0.443098924,0.564439693,0,0,0.040644713,0.574229037,0.787880693
BRA,Brazil,Nova Ibia,6806,6551.956488,0.077871786,0.401583685,0.552406056,4731,2610,1622,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Itarana,6807,8422.110907,0.077871786,0.401583685,0.552406056,6082,3356,2085,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Redencao,6808,8862.578129,0.077871786,0.401583685,0.552406056,6400,3531,2194,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Soure,6809,23924.03217,0.077871786,0.401583685,0.552406056,17276,9532,5923,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Nova Vicosa,6810,43639.15966,0.077871786,0.401583685,0.552406056,31513,17387,10805,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Novo Horizonte,6811,12044.72257,0.872075956,0.978282083,1,0,0,0,0,0,0.040644713,0.095378068,0.819015784,0,0,0.040644713,0.443098924,0.90851188,0,0,0.040644713,0.574229037,0.943746503
BRA,Brazil,Novo Triunfo,6812,12408.49998,0.077871786,0.401583685,0.552406056,8961,4944,3072,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Olindina,6813,25068.75923,0.077871786,0.401583685,0.552406056,18103,9988,6207,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Oliveira Dos Brejinhos,6814,23414.76978,0.169715948,0.492018787,0.649629595,14758,7211,3521,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Ouricangas,6815,9173.016838,0.077871786,0.401583685,0.552406056,6624,3655,2271,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Ourolandia,6816,14734.63678,0.077871786,0.401583685,0.552406056,10640,5871,3648,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Palmas De Monte Alto,6817,21727.6056,0.077871786,0.401583685,0.552406056,15690,8657,5380,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Palmeiras,6818,9333.74847,0.077871786,0.401583685,0.552406056,6740,3719,2311,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Paramirim,6819,22805.66949,0.202752131,0.603571513,0.853729302,13621,4480,0,0,0,0.040644713,0.095378068,0.139736686,0,0,0.040644713,0.443098924,0.526663604,0,0,0.040644713,0.574229037,0.72535938
BRA,Brazil,Paratinga,6820,30829.21693,0.169715948,0.492018787,0.649629595,19431,9495,4636,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Paripiranga,6821,31847.21278,0.077871786,0.401583685,0.552406056,22998,12688,7885,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pau Brasil,6822,10171.96729,0.077871786,0.401583685,0.552406056,7345,4053,2519,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Paulo Afonso,6823,118695.3519,0.077871786,0.401583685,0.552406056,85713,47290,29388,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pe De Serra,6824,13698.49383,0.077871786,0.401583685,0.552406056,9892,5458,3392,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pedrao,6825,6197.521013,0.077871786,0.401583685,0.552406056,4475,2469,1534,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pedro Alexandre,6826,19250.17904,0.077871786,0.401583685,0.552406056,13901,7670,4766,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Piata,6827,17147.30492,0.235118658,0.604274403,0.788391036,9686,3356,199,0,0,0.040644713,0.095378068,0.16332078,0,0,0.040644713,0.443098924,0.536144126,0,0,0.040644713,0.574229037,0.716800246
BRA,Brazil,Pilao Arcado,6828,35160.05491,0.169715948,0.492018787,0.649629595,22161,10829,5287,0,0,0.040644713,0.118787653,0.167102083,0,0,0.040644713,0.466887888,0.522983419,0,0,0.040644713,0.600412183,0.696959152
BRA,Brazil,Pindai,6829,16284.68815,0.077871786,0.401583685,0.552406056,11760,6488,4032,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pindobacu,6830,19993.8411,0.077871786,0.401583685,0.552406056,14438,7966,4950,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pintadas,6831,10180.41109,0.077871786,0.401583685,0.552406056,7352,4056,2521,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
BRA,Brazil,Pirai Do Norte,6832,10836.02343,0.077871786,0.401583685,0.552406056,7825,4317,2683,0,0,0.040644713,0.095378068,0.08549982,0,0,0.040644713,0.443098924,0.44287509,0,0,0.040644713,0.574229037,0.609685902
