location_id,year_id,GBD_mean,JRF_admin,bias_term
IND_43881,2001,0.90619904,NA,NA
IND_43881,2002,0.9070971,NA,NA
IND_43881,2003,0.90896714,NA,NA
IND_43881,2004,0.91141081,NA,NA
IND_43881,2005,0.91405481,NA,NA
IND_43881,2006,0.91735065,NA,NA
IND_43881,2007,0.91901094,NA,NA
IND_43881,2008,0.92063248,NA,NA
IND_43881,2009,0.92375571,NA,NA
IND_43881,2010,0.92730153,NA,NA
IND_43881,2011,0.93145645,NA,NA
IND_43881,2012,0.9355216,NA,NA
IND_43881,2013,0.93972558,NA,NA
IND_43881,2014,0.9441945,NA,NA
IND_43881,2015,0.94859302,NA,NA
IND_43882,1980,0.5330168,NA,NA
IND_43882,1981,0.54038215,NA,NA
IND_43882,1982,0.54868352,NA,NA
IND_43882,1983,0.55896753,NA,NA
IND_43882,1984,0.57024372,NA,NA
IND_43882,1985,0.58275503,NA,NA
IND_43882,1986,0.59742081,NA,NA
IND_43882,1987,0.61341834,NA,NA
IND_43882,1988,0.63260514,NA,NA
IND_43882,1989,0.65370864,NA,NA
IND_43882,1990,0.67895728,NA,NA
IND_43882,1991,0.70550609,NA,NA
IND_43882,1992,0.73443538,NA,NA
IND_43882,1993,0.76107156,NA,NA
IND_43882,1994,0.78474283,NA,NA
IND_43882,1995,0.80195534,NA,NA
IND_43882,1996,0.81507623,NA,NA
IND_43882,1997,0.82175261,NA,NA
IND_43882,1998,0.82499874,NA,NA
IND_43882,1999,0.82428867,NA,NA
IND_43882,2000,0.82123214,NA,NA
IND_43882,2001,0.81455785,NA,NA
IND_43882,2002,0.80511159,NA,NA
IND_43882,2003,0.79557937,NA,NA
IND_43882,2004,0.78664917,NA,NA
IND_43882,2005,0.77913374,NA,NA
IND_43882,2006,0.77312058,NA,NA
IND_43882,2007,0.76704037,NA,NA
IND_43882,2008,0.7612896,NA,NA
IND_43882,2009,0.76036292,NA,NA
IND_43882,2010,0.76184237,NA,NA
IND_43882,2011,0.76538914,NA,NA
IND_43882,2012,0.77076429,NA,NA
IND_43882,2013,0.77783793,NA,NA
IND_43882,2014,0.7869311,NA,NA
IND_43882,2015,0.79708755,NA,NA
IND_43883,1980,0.66827303,NA,NA
IND_43883,1981,0.67734128,NA,NA
IND_43883,1982,0.68718922,NA,NA
IND_43883,1983,0.69742066,NA,NA
IND_43883,1984,0.70825922,NA,NA
IND_43883,1985,0.72016907,NA,NA
IND_43883,1986,0.73255295,NA,NA
IND_43883,1987,0.7455827,NA,NA
IND_43883,1988,0.75985199,NA,NA
IND_43883,1989,0.77452582,NA,NA
IND_43883,1990,0.79044789,NA,NA
IND_43883,1991,0.80565417,NA,NA
IND_43883,1992,0.82233071,NA,NA
IND_43883,1993,0.83760828,NA,NA
IND_43883,1994,0.85072201,NA,NA
IND_43883,1995,0.85681427,NA,NA
IND_43883,1996,0.86074644,NA,NA
IND_43883,1997,0.86462718,NA,NA
IND_43883,1998,0.86203265,NA,NA
IND_43883,1999,0.85365522,NA,NA
IND_43883,2000,0.84443295,NA,NA
IND_43883,2001,0.83330107,NA,NA
IND_43883,2002,0.82138318,NA,NA
IND_43883,2003,0.8111456,NA,NA
IND_43883,2004,0.80179334,NA,NA
IND_43883,2005,0.79762387,NA,NA
IND_43883,2006,0.7943908,NA,NA
IND_43883,2007,0.79202336,NA,NA
IND_43883,2008,0.79007757,NA,NA
IND_43883,2009,0.78930241,NA,NA
IND_43883,2010,0.78906894,NA,NA
IND_43883,2011,0.78940743,NA,NA
IND_43883,2012,0.79023898,NA,NA
IND_43883,2013,0.79201639,NA,NA
IND_43883,2014,0.79880559,NA,NA
IND_43883,2015,0.80686355,NA,NA
IND_43884,1980,0.82234353,NA,NA
IND_43884,1981,0.82753611,NA,NA
IND_43884,1982,0.83262479,NA,NA
IND_43884,1983,0.83768862,NA,NA
IND_43884,1984,0.84242761,NA,NA
IND_43884,1985,0.84735364,NA,NA
IND_43884,1986,0.85230672,NA,NA
IND_43884,1987,0.85727608,NA,NA
IND_43884,1988,0.8625896,NA,NA
IND_43884,1989,0.86794263,NA,NA
IND_43884,1990,0.87553012,NA,NA
IND_43884,1991,0.88283044,NA,NA
IND_43884,1992,0.89084965,NA,NA
IND_43884,1993,0.89814651,NA,NA
IND_43884,1994,0.90464044,NA,NA
IND_43884,1995,0.90739024,NA,NA
IND_43884,1996,0.90962553,NA,NA
IND_43884,1997,0.90602899,NA,NA
IND_43884,1998,0.90319443,NA,NA
IND_43884,1999,0.90120643,NA,NA
IND_43884,2000,0.89915442,NA,NA
IND_43884,2001,0.89537436,NA,NA
IND_43884,2002,0.88961089,NA,NA
IND_43884,2003,0.88429493,NA,NA
IND_43884,2004,0.87977242,NA,NA
IND_43884,2005,0.87499177,NA,NA
IND_43884,2006,0.87217861,NA,NA
IND_43884,2007,0.86954015,NA,NA
IND_43884,2008,0.86679202,NA,NA
IND_43884,2009,0.86692095,NA,NA
IND_43884,2010,0.86892802,NA,NA
IND_43884,2011,0.87286252,NA,NA
IND_43884,2012,0.87884021,NA,NA
IND_43884,2013,0.88698256,NA,NA
IND_43884,2014,0.90088612,NA,NA
IND_43884,2015,0.91558433,NA,NA
IND_43885,1980,0.7971375,NA,NA
IND_43885,1981,0.80575204,NA,NA
IND_43885,1982,0.81445974,NA,NA
IND_43885,1983,0.82303756,NA,NA
IND_43885,1984,0.83145916,NA,NA
IND_43885,1985,0.83955169,NA,NA
IND_43885,1986,0.84733254,NA,NA
IND_43885,1987,0.85429436,NA,NA
IND_43885,1988,0.8610149,NA,NA
IND_43885,1989,0.86703378,NA,NA
IND_43885,1990,0.8717311,NA,NA
IND_43885,1991,0.87492704,NA,NA
IND_43885,1992,0.87696791,NA,NA
IND_43885,1993,0.87859291,NA,NA
IND_43885,1994,0.87889218,NA,NA
IND_43885,1995,0.87164658,NA,NA
IND_43885,1996,0.86231512,NA,NA
IND_43885,1997,0.85242963,NA,NA
IND_43885,1998,0.84204942,NA,NA
IND_43885,1999,0.8349455,NA,NA
IND_43885,2000,0.83126205,NA,NA
IND_43885,2001,0.8327108,NA,NA
IND_43885,2002,0.83920729,NA,NA
IND_43885,2003,0.84960687,NA,NA
IND_43885,2004,0.86096579,NA,NA
IND_43885,2005,0.8697536,NA,NA
IND_43885,2006,0.87795037,NA,NA
IND_43885,2007,0.88522577,NA,NA
IND_43885,2008,0.89131796,NA,NA
IND_43885,2009,0.89780027,NA,NA
IND_43885,2010,0.90403563,NA,NA
IND_43885,2011,0.91006327,NA,NA
IND_43885,2012,0.91578358,NA,NA
IND_43885,2013,0.92126709,NA,NA
IND_43885,2014,0.9266457,NA,NA
IND_43885,2015,0.93176746,NA,NA
IND_43886,1980,0.48583847,NA,NA
IND_43886,1981,0.49581936,NA,NA
IND_43886,1982,0.50585592,NA,NA
IND_43886,1983,0.51600772,NA,NA
IND_43886,1984,0.52619737,NA,NA
IND_43886,1985,0.53638816,NA,NA
IND_43886,1986,0.5467726,NA,NA
IND_43886,1987,0.55722195,NA,NA
IND_43886,1988,0.56787622,NA,NA
IND_43886,1989,0.57866025,NA,NA
IND_43886,1990,0.58953565,NA,NA
IND_43886,1991,0.60025525,NA,NA
IND_43886,1992,0.61121434,NA,NA
IND_43886,1993,0.62201774,NA,NA
IND_43886,1994,0.63252354,NA,NA
IND_43886,1995,0.64259595,NA,NA
IND_43886,1996,0.65137666,NA,NA
IND_43886,1997,0.66045153,NA,NA
IND_43886,1998,0.66998994,NA,NA
IND_43886,1999,0.6797691,NA,NA
IND_43886,2000,0.68905979,NA,NA
IND_43886,2001,0.69818622,NA,NA
IND_43886,2002,0.70724952,NA,NA
IND_43886,2003,0.72040987,NA,NA
IND_43886,2004,0.73709875,NA,NA
IND_43886,2005,0.75465035,NA,NA
IND_43886,2006,0.77333462,NA,NA
IND_43886,2007,0.78965974,NA,NA
IND_43886,2008,0.80214643,NA,NA
IND_43886,2009,0.81378841,NA,NA
IND_43886,2010,0.82526088,NA,NA
IND_43886,2011,0.83549881,NA,NA
IND_43886,2012,0.84412789,NA,NA
IND_43886,2013,0.85209185,NA,NA
IND_43886,2014,0.8594901,NA,NA
IND_43886,2015,0.86633068,NA,NA
IND_43887,1980,0.62260532,NA,NA
IND_43887,1981,0.62866169,NA,NA
IND_43887,1982,0.63545662,NA,NA
IND_43887,1983,0.64322376,NA,NA
IND_43887,1984,0.65177262,NA,NA
IND_43887,1985,0.66089994,NA,NA
IND_43887,1986,0.67121619,NA,NA
IND_43887,1987,0.68256974,NA,NA
IND_43887,1988,0.69513184,NA,NA
IND_43887,1989,0.7088356,NA,NA
IND_43887,1990,0.72580224,NA,NA
IND_43887,1991,0.74579167,NA,NA
IND_43887,1992,0.76711959,NA,NA
IND_43887,1993,0.78712273,NA,NA
IND_43887,1994,0.80504286,NA,NA
IND_43887,1995,0.81954861,NA,NA
IND_43887,1996,0.83120251,NA,NA
IND_43887,1997,0.83929789,NA,NA
IND_43887,1998,0.84329909,NA,NA
IND_43887,1999,0.8462894,NA,NA
IND_43887,2000,0.84790915,NA,NA
IND_43887,2001,0.84583336,NA,NA
IND_43887,2002,0.84232211,NA,NA
IND_43887,2003,0.84158266,NA,NA
IND_43887,2004,0.84521353,NA,NA
IND_43887,2005,0.84894252,NA,NA
IND_43887,2006,0.85548168,NA,NA
IND_43887,2007,0.86240649,NA,NA
IND_43887,2008,0.86900264,NA,NA
IND_43887,2009,0.87474048,NA,NA
IND_43887,2010,0.88067198,NA,NA
IND_43887,2011,0.88656348,NA,NA
IND_43887,2012,0.8926416,NA,NA
IND_43887,2013,0.89883131,NA,NA
IND_43887,2014,0.9055447,NA,NA
IND_43887,2015,0.91206515,NA,NA
IND_43888,1980,0.78538418,NA,NA
IND_43888,1981,0.79078567,NA,NA
IND_43888,1982,0.79675597,NA,NA
IND_43888,1983,0.80315095,NA,NA
IND_43888,1984,0.80989224,NA,NA
IND_43888,1985,0.81688523,NA,NA
IND_43888,1986,0.82448357,NA,NA
IND_43888,1987,0.83254862,NA,NA
IND_43888,1988,0.84111786,NA,NA
IND_43888,1989,0.85028565,NA,NA
IND_43888,1990,0.86224365,NA,NA
IND_43888,1991,0.87603706,NA,NA
IND_43888,1992,0.89196509,NA,NA
IND_43888,1993,0.90588456,NA,NA
IND_43888,1994,0.91743165,NA,NA
IND_43888,1995,0.92400336,NA,NA
IND_43888,1996,0.92884952,NA,NA
IND_43888,1997,0.93126208,NA,NA
IND_43888,1998,0.93383527,NA,NA
IND_43888,1999,0.93632048,NA,NA
IND_43888,2000,0.9378776,NA,NA
IND_43888,2001,0.93825769,NA,NA
IND_43888,2002,0.93735862,NA,NA
IND_43888,2003,0.93599385,NA,NA
IND_43888,2004,0.93453526,NA,NA
IND_43888,2005,0.93147391,NA,NA
IND_43888,2006,0.92832011,NA,NA
IND_43888,2007,0.92529261,NA,NA
IND_43888,2008,0.92348564,NA,NA
IND_43888,2009,0.9234243,NA,NA
IND_43888,2010,0.92434108,NA,NA
IND_43888,2011,0.92650628,NA,NA
IND_43888,2012,0.92981589,NA,NA
IND_43888,2013,0.93422806,NA,NA
IND_43888,2014,0.94074953,NA,NA
IND_43888,2015,0.9477095,NA,NA
IND_43890,1980,0.45982677,NA,NA
IND_43890,1981,0.4664031,NA,NA
IND_43890,1982,0.47499993,NA,NA
IND_43890,1983,0.48583481,NA,NA
IND_43890,1984,0.49867365,NA,NA
IND_43890,1985,0.51452261,NA,NA
IND_43890,1986,0.53324229,NA,NA
IND_43890,1987,0.55602646,NA,NA
IND_43890,1988,0.58251011,NA,NA
IND_43890,1989,0.61223269,NA,NA
IND_43890,1990,0.6471144,NA,NA
IND_43890,1991,0.6823917,NA,NA
IND_43890,1992,0.71706563,NA,NA
IND_43890,1993,0.74621952,NA,NA
IND_43890,1994,0.76774317,NA,NA
IND_43890,1995,0.77582473,NA,NA
IND_43890,1996,0.77690101,NA,NA
IND_43890,1997,0.76883006,NA,NA
IND_43890,1998,0.75623286,NA,NA
IND_43890,1999,0.74330556,NA,NA
IND_43890,2000,0.73754567,NA,NA
IND_43890,2001,0.73262912,NA,NA
IND_43890,2002,0.72920978,NA,NA
IND_43890,2003,0.72892749,NA,NA
IND_43890,2004,0.73225152,NA,NA
IND_43890,2005,0.73811197,NA,NA
IND_43890,2006,0.74335474,NA,NA
IND_43890,2007,0.74871427,NA,NA
IND_43890,2008,0.75570744,NA,NA
IND_43890,2009,0.76674569,NA,NA
IND_43890,2010,0.77980906,NA,NA
IND_43890,2011,0.79313326,NA,NA
IND_43890,2012,0.80511194,NA,NA
IND_43890,2013,0.81620365,NA,NA
IND_43890,2014,0.82713342,NA,NA
IND_43890,2015,0.83705246,NA,NA
IND_43891,1980,0.70440602,NA,NA
IND_43891,1981,0.71052629,NA,NA
IND_43891,1982,0.71732092,NA,NA
IND_43891,1983,0.72498798,NA,NA
IND_43891,1984,0.73344219,NA,NA
IND_43891,1985,0.74301279,NA,NA
IND_43891,1986,0.75361031,NA,NA
IND_43891,1987,0.76551282,NA,NA
IND_43891,1988,0.77874196,NA,NA
IND_43891,1989,0.79328614,NA,NA
IND_43891,1990,0.81125575,NA,NA
IND_43891,1991,0.82879353,NA,NA
IND_43891,1992,0.84668463,NA,NA
IND_43891,1993,0.8624633,NA,NA
IND_43891,1994,0.87547046,NA,NA
IND_43891,1995,0.88429493,NA,NA
IND_43891,1996,0.89043516,NA,NA
IND_43891,1997,0.8921994,NA,NA
IND_43891,1998,0.89072198,NA,NA
IND_43891,1999,0.8863461,NA,NA
IND_43891,2000,0.88080442,NA,NA
IND_43891,2001,0.87247491,NA,NA
IND_43891,2002,0.86350852,NA,NA
IND_43891,2003,0.85592407,NA,NA
IND_43891,2004,0.85095322,NA,NA
IND_43891,2005,0.8486886,NA,NA
IND_43891,2006,0.84831518,NA,NA
IND_43891,2007,0.8485449,NA,NA
IND_43891,2008,0.84873742,NA,NA
IND_43891,2009,0.84774041,NA,NA
IND_43891,2010,0.84667134,NA,NA
IND_43891,2011,0.84562564,NA,NA
IND_43891,2012,0.84503299,NA,NA
IND_43891,2013,0.8454783,NA,NA
IND_43891,2014,0.85018301,NA,NA
IND_43891,2015,0.85629511,NA,NA
IND_43892,1980,0.41693127,NA,NA
IND_43892,1981,0.42558959,NA,NA
IND_43892,1982,0.43523088,NA,NA
IND_43892,1983,0.44636145,NA,NA
IND_43892,1984,0.45900777,NA,NA
IND_43892,1985,0.47308204,NA,NA
IND_43892,1986,0.4892585,NA,NA
IND_43892,1987,0.50806439,NA,NA
IND_43892,1988,0.52891058,NA,NA
IND_43892,1989,0.55151814,NA,NA
IND_43892,1990,0.58572632,NA,NA
IND_43892,1991,0.62328511,NA,NA
IND_43892,1992,0.66082942,NA,NA
IND_43892,1993,0.69494534,NA,NA
IND_43892,1994,0.72363961,NA,NA
IND_43892,1995,0.74270356,NA,NA
IND_43892,1996,0.75616854,NA,NA
IND_43892,1997,0.75676113,NA,NA
IND_43892,1998,0.75205487,NA,NA
IND_43892,1999,0.74275827,NA,NA
IND_43892,2000,0.7343086,NA,NA
IND_43892,2001,0.72999293,NA,NA
IND_43892,2002,0.72976661,NA,NA
IND_43892,2003,0.73646677,NA,NA
IND_43892,2004,0.74715072,NA,NA
IND_43892,2005,0.76041317,NA,NA
IND_43892,2006,0.77401417,NA,NA
IND_43892,2007,0.78420728,NA,NA
IND_43892,2008,0.79175043,NA,NA
IND_43892,2009,0.79999173,NA,NA
IND_43892,2010,0.80773699,NA,NA
IND_43892,2011,0.81565064,NA,NA
IND_43892,2012,0.82342738,NA,NA
IND_43892,2013,0.83132833,NA,NA
IND_43892,2014,0.84049737,NA,NA
IND_43892,2015,0.84985512,NA,NA
IND_43893,1980,0.35534936,NA,NA
IND_43893,1981,0.35837176,NA,NA
IND_43893,1982,0.3615472,NA,NA
IND_43893,1983,0.36496463,NA,NA
IND_43893,1984,0.36880237,NA,NA
IND_43893,1985,0.37312311,NA,NA
IND_43893,1986,0.37824076,NA,NA
IND_43893,1987,0.38445222,NA,NA
IND_43893,1988,0.39156765,NA,NA
IND_43893,1989,0.40089375,NA,NA
IND_43893,1990,0.41758266,NA,NA
IND_43893,1991,0.44363117,NA,NA
IND_43893,1992,0.47802302,NA,NA
IND_43893,1993,0.51340008,NA,NA
IND_43893,1994,0.54742664,NA,NA
IND_43893,1995,0.58413392,NA,NA
IND_43893,1996,0.61621833,NA,NA
IND_43893,1997,0.62822813,NA,NA
IND_43893,1998,0.62497944,NA,NA
IND_43893,1999,0.60870725,NA,NA
IND_43893,2000,0.59583348,NA,NA
IND_43893,2001,0.58990818,NA,NA
IND_43893,2002,0.5924269,NA,NA
IND_43893,2003,0.60675627,NA,NA
IND_43893,2004,0.62250298,NA,NA
IND_43893,2005,0.63652533,NA,NA
IND_43893,2006,0.65365505,NA,NA
IND_43893,2007,0.67031944,NA,NA
IND_43893,2008,0.68230176,NA,NA
IND_43893,2009,0.69769591,NA,NA
IND_43893,2010,0.71331269,NA,NA
IND_43893,2011,0.72943991,NA,NA
IND_43893,2012,0.74532276,NA,NA
IND_43893,2013,0.76142555,NA,NA
IND_43893,2014,0.77807409,NA,NA
IND_43893,2015,0.79461592,NA,NA
IND_43894,1980,0.6812681,NA,NA
IND_43894,1981,0.69115353,NA,NA
IND_43894,1982,0.70116317,NA,NA
IND_43894,1983,0.71137667,NA,NA
IND_43894,1984,0.7220487,NA,NA
IND_43894,1985,0.73324758,NA,NA
IND_43894,1986,0.74420738,NA,NA
IND_43894,1987,0.7552613,NA,NA
IND_43894,1988,0.7647844,NA,NA
IND_43894,1989,0.77337825,NA,NA
IND_43894,1990,0.78094763,NA,NA
IND_43894,1991,0.78970176,NA,NA
IND_43894,1992,0.79824853,NA,NA
IND_43894,1993,0.80515665,NA,NA
IND_43894,1994,0.80945116,NA,NA
IND_43894,1995,0.80517465,NA,NA
IND_43894,1996,0.79929453,NA,NA
IND_43894,1997,0.79081786,NA,NA
IND_43894,1998,0.78175163,NA,NA
IND_43894,1999,0.77850533,NA,NA
IND_43894,2000,0.77836972,NA,NA
IND_43894,2001,0.7828995,NA,NA
IND_43894,2002,0.79140991,NA,NA
IND_43894,2003,0.80375236,NA,NA
IND_43894,2004,0.81762964,NA,NA
IND_43894,2005,0.82972157,NA,NA
IND_43894,2006,0.84223992,NA,NA
IND_43894,2007,0.85330194,NA,NA
IND_43894,2008,0.86156553,NA,NA
IND_43894,2009,0.86998445,NA,NA
IND_43894,2010,0.87798154,NA,NA
IND_43894,2011,0.8854087,NA,NA
IND_43894,2012,0.89257342,NA,NA
IND_43894,2013,0.89941156,NA,NA
IND_43894,2014,0.90588641,NA,NA
IND_43894,2015,0.91211408,NA,NA
IND_43895,1980,0.23339367,NA,NA
IND_43895,1981,0.24283829,NA,NA
IND_43895,1982,0.253378,NA,NA
IND_43895,1983,0.2646274,NA,NA
IND_43895,1984,0.27677789,NA,NA
IND_43895,1985,0.28964478,NA,NA
IND_43895,1986,0.30342853,NA,NA
IND_43895,1987,0.31866714,NA,NA
IND_43895,1988,0.33503157,NA,NA
IND_43895,1989,0.35219002,NA,NA
IND_43895,1990,0.37667298,NA,NA
IND_43895,1991,0.4199118,NA,NA
IND_43895,1992,0.46482047,NA,NA
IND_43895,1993,0.50878352,NA,NA
IND_43895,1994,0.54780847,NA,NA
IND_43895,1995,0.5739674,NA,NA
IND_43895,1996,0.59304225,NA,NA
IND_43895,1997,0.60262418,NA,NA
IND_43895,1998,0.5976035,NA,NA
IND_43895,1999,0.57802683,NA,NA
IND_43895,2000,0.55963469,NA,NA
IND_43895,2001,0.54794979,NA,NA
IND_43895,2002,0.536861,NA,NA
IND_43895,2003,0.52499264,NA,NA
IND_43895,2004,0.51959461,NA,NA
IND_43895,2005,0.52098751,NA,NA
IND_43895,2006,0.52851081,NA,NA
IND_43895,2007,0.540582,NA,NA
IND_43895,2008,0.55606198,NA,NA
IND_43895,2009,0.5744068,NA,NA
IND_43895,2010,0.59486854,NA,NA
IND_43895,2011,0.6175279,NA,NA
IND_43895,2012,0.64107931,NA,NA
IND_43895,2013,0.66531706,NA,NA
IND_43895,2014,0.68880171,NA,NA
IND_43895,2015,0.71242636,NA,NA
IND_43896,1980,0.49664998,NA,NA
IND_43896,1981,0.50211364,NA,NA
IND_43896,1982,0.50855571,NA,NA
IND_43896,1983,0.51698965,NA,NA
IND_43896,1984,0.52624381,NA,NA
IND_43896,1985,0.53758037,NA,NA
IND_43896,1986,0.55080956,NA,NA
IND_43896,1987,0.56563944,NA,NA
IND_43896,1988,0.58350652,NA,NA
IND_43896,1989,0.60396332,NA,NA
IND_43896,1990,0.62843066,NA,NA
IND_43896,1991,0.65626377,NA,NA
IND_43896,1992,0.68981797,NA,NA
IND_43896,1993,0.72177553,NA,NA
IND_43896,1994,0.75015146,NA,NA
IND_43896,1995,0.77132601,NA,NA
IND_43896,1996,0.7867434,NA,NA
IND_43896,1997,0.7960465,NA,NA
IND_43896,1998,0.79810333,NA,NA
IND_43896,1999,0.79418314,NA,NA
IND_43896,2000,0.7892698,NA,NA
IND_43896,2001,0.78483647,NA,NA
IND_43896,2002,0.77978128,NA,NA
IND_43896,2003,0.77522355,NA,NA
IND_43896,2004,0.77324551,NA,NA
IND_43896,2005,0.77199322,NA,NA
IND_43896,2006,0.77349901,NA,NA
IND_43896,2007,0.77509266,NA,NA
IND_43896,2008,0.77547288,NA,NA
IND_43896,2009,0.77872461,NA,NA
IND_43896,2010,0.78527409,NA,NA
IND_43896,2011,0.79364622,NA,NA
IND_43896,2012,0.80283368,NA,NA
IND_43896,2013,0.81232452,NA,NA
IND_43896,2014,0.82233572,NA,NA
IND_43896,2015,0.83216858,NA,NA
IND_43898,1980,0.79005402,NA,NA
IND_43898,1981,0.79786348,NA,NA
IND_43898,1982,0.80561876,NA,NA
IND_43898,1983,0.81311905,NA,NA
IND_43898,1984,0.82048142,NA,NA
IND_43898,1985,0.82760566,NA,NA
IND_43898,1986,0.83441544,NA,NA
IND_43898,1987,0.84102345,NA,NA
IND_43898,1988,0.84731716,NA,NA
IND_43898,1989,0.85350025,NA,NA
IND_43898,1990,0.85843813,NA,NA
IND_43898,1991,0.86289388,NA,NA
IND_43898,1992,0.86837023,NA,NA
IND_43898,1993,0.87336648,NA,NA
IND_43898,1994,0.87775266,NA,NA
IND_43898,1995,0.88101429,NA,NA
IND_43898,1996,0.88325089,NA,NA
IND_43898,1997,0.88429892,NA,NA
IND_43898,1998,0.88184386,NA,NA
IND_43898,1999,0.87654847,NA,NA
IND_43898,2000,0.87182969,NA,NA
IND_43898,2001,0.86718053,NA,NA
IND_43898,2002,0.86358488,NA,NA
IND_43898,2003,0.86301827,NA,NA
IND_43898,2004,0.86525536,NA,NA
IND_43898,2005,0.86888772,NA,NA
IND_43898,2006,0.87417346,NA,NA
IND_43898,2007,0.87830794,NA,NA
IND_43898,2008,0.88111264,NA,NA
IND_43898,2009,0.88268471,NA,NA
IND_43898,2010,0.88392216,NA,NA
IND_43898,2011,0.88524967,NA,NA
IND_43898,2012,0.88691926,NA,NA
IND_43898,2013,0.88930523,NA,NA
IND_43898,2014,0.89471906,NA,NA
IND_43898,2015,0.90092629,NA,NA
IND_43899,1980,0.34244233,NA,NA
IND_43899,1981,0.34901482,NA,NA
IND_43899,1982,0.35715368,NA,NA
IND_43899,1983,0.36743864,NA,NA
IND_43899,1984,0.37898523,NA,NA
IND_43899,1985,0.39259133,NA,NA
IND_43899,1986,0.40881583,NA,NA
IND_43899,1987,0.42754206,NA,NA
IND_43899,1988,0.45021203,NA,NA
IND_43899,1989,0.47558391,NA,NA
IND_43899,1990,0.50486541,NA,NA
IND_43899,1991,0.53929549,NA,NA
IND_43899,1992,0.57474828,NA,NA
IND_43899,1993,0.60644221,NA,NA
IND_43899,1994,0.6323266,NA,NA
IND_43899,1995,0.64525986,NA,NA
IND_43899,1996,0.65060937,NA,NA
IND_43899,1997,0.64798856,NA,NA
IND_43899,1998,0.63890761,NA,NA
IND_43899,1999,0.63050085,NA,NA
IND_43899,2000,0.62421507,NA,NA
IND_43899,2001,0.62356019,NA,NA
IND_43899,2002,0.63045394,NA,NA
IND_43899,2003,0.64788735,NA,NA
IND_43899,2004,0.67265153,NA,NA
IND_43899,2005,0.69907665,NA,NA
IND_43899,2006,0.72609836,NA,NA
IND_43899,2007,0.75125355,NA,NA
IND_43899,2008,0.77497387,NA,NA
IND_43899,2009,0.79972684,NA,NA
IND_43899,2010,0.82176143,NA,NA
IND_43899,2011,0.84013814,NA,NA
IND_43899,2012,0.85422605,NA,NA
IND_43899,2013,0.86570281,NA,NA
IND_43899,2014,0.87532854,NA,NA
IND_43899,2015,0.88313591,NA,NA
IND_43900,1980,0.80680025,NA,NA
IND_43900,1981,0.81062299,NA,NA
IND_43900,1982,0.81459802,NA,NA
IND_43900,1983,0.81844985,NA,NA
IND_43900,1984,0.82256746,NA,NA
IND_43900,1985,0.82661027,NA,NA
IND_43900,1986,0.83059078,NA,NA
IND_43900,1987,0.83418614,NA,NA
IND_43900,1988,0.83727288,NA,NA
IND_43900,1989,0.83994913,NA,NA
IND_43900,1990,0.84228891,NA,NA
IND_43900,1991,0.8440845,NA,NA
IND_43900,1992,0.84536558,NA,NA
IND_43900,1993,0.84697217,NA,NA
IND_43900,1994,0.84820545,NA,NA
IND_43900,1995,0.84896159,NA,NA
IND_43900,1996,0.84928453,NA,NA
IND_43900,1997,0.84448808,NA,NA
IND_43900,1998,0.86615777,NA,NA
IND_43900,1999,0.88366425,NA,NA
IND_43900,2000,0.89682573,NA,NA
IND_43900,2001,0.90285021,NA,NA
IND_43900,2002,0.90926737,NA,NA
IND_43900,2003,0.91337842,NA,NA
IND_43900,2004,0.91970259,NA,NA
IND_43900,2005,0.92350602,NA,NA
IND_43900,2006,0.92600149,NA,NA
IND_43900,2007,0.92707515,NA,NA
IND_43900,2008,0.92676651,NA,NA
IND_43900,2009,0.93020666,NA,NA
IND_43900,2010,0.93364739,NA,NA
IND_43900,2011,0.93720579,NA,NA
IND_43900,2012,0.94077724,NA,NA
IND_43900,2013,0.94440788,NA,NA
IND_43900,2014,0.94940507,NA,NA
IND_43900,2015,0.95416373,NA,NA
IND_43901,1980,0.86678523,NA,NA
IND_43901,1981,0.87046874,NA,NA
IND_43901,1982,0.87426144,NA,NA
IND_43901,1983,0.87838739,NA,NA
IND_43901,1984,0.88293034,NA,NA
IND_43901,1985,0.88775003,NA,NA
IND_43901,1986,0.89285958,NA,NA
IND_43901,1987,0.89825666,NA,NA
IND_43901,1988,0.90376699,NA,NA
IND_43901,1989,0.90944469,NA,NA
IND_43901,1990,0.91686916,NA,NA
IND_43901,1991,0.92494631,NA,NA
IND_43901,1992,0.9343524,NA,NA
IND_43901,1993,0.94260257,NA,NA
IND_43901,1994,0.94954258,NA,NA
IND_43901,1995,0.95388877,NA,NA
IND_43901,1996,0.95734662,NA,NA
IND_43901,1997,0.95816839,NA,NA
IND_43901,1998,0.95730042,NA,NA
IND_43901,1999,0.9554348,NA,NA
IND_43901,2000,0.95310938,NA,NA
IND_43901,2001,0.94944561,NA,NA
IND_43901,2002,0.9437561,NA,NA
IND_43901,2003,0.93696666,NA,NA
IND_43901,2004,0.93007606,NA,NA
IND_43901,2005,0.92386216,NA,NA
IND_43901,2006,0.91775709,NA,NA
IND_43901,2007,0.911358,NA,NA
IND_43901,2008,0.90436685,NA,NA
IND_43901,2009,0.89982885,NA,NA
IND_43901,2010,0.89573264,NA,NA
IND_43901,2011,0.89244562,NA,NA
IND_43901,2012,0.89022046,NA,NA
IND_43901,2013,0.8892861,NA,NA
IND_43901,2014,0.89435554,NA,NA
IND_43901,2015,0.90040255,NA,NA
IND_43902,1980,0.72102016,NA,NA
IND_43902,1981,0.72691303,NA,NA
